cause,date,canine,state
Automobile accident,12/25/1972,FALSE, NC
Automobile accident,12/21/1972,FALSE, NC
Gunfire,12/2/1972,FALSE, NC
Gunfire,12/2/1972,FALSE, NC
Gunfire,9/30/1972,FALSE, NC
Gunfire,9/27/1972,FALSE, NC
Vehicle pursuit,7/2/1972,FALSE, NC
Gunfire,5/5/1972,FALSE, NC
Gunfire,5/2/1972,FALSE, NC
Gunfire,4/16/1972,FALSE, NC
Gunfire,10/5/1971,FALSE, NC
Gunfire,9/5/1971,FALSE, NC
Gunfire (Accidental),6/24/1971,FALSE, NC
Gunfire,2/25/1971,FALSE, NC
Vehicle pursuit,11/8/1970,FALSE, NC
Gunfire,10/18/1970,FALSE, NC
Gunfire,9/1/1970,FALSE, NC
Vehicle pursuit,8/23/1970,FALSE, NC
Gunfire,5/4/1970,FALSE, NC
Gunfire,2/6/1970,FALSE, NC
Vehicular assault,1/2/1970,FALSE, NC
Gunfire,6/4/1969,FALSE, NC
Gunfire,6/2/1969,FALSE, NC
Gunfire,5/15/1969,FALSE, NC
Gunfire,4/6/1969,FALSE, NC
Struck by train,3/2/1969,FALSE, NC
Gunfire,2/3/1969,FALSE, NC
Gunfire,2/3/1969,FALSE, NC
Automobile accident,12/5/1968,FALSE, NC
Automobile accident,12/5/1968,FALSE, NC
Vehicle pursuit,11/2/1968,FALSE, NC
Gunfire,7/5/1968,FALSE, NC
Vehicle pursuit,3/15/1968,FALSE, NC
Vehicle pursuit,3/8/1968,FALSE, NC
Gunfire,2/27/1968,FALSE, NC
Heart attack,10/1/1967,FALSE, NC
Heart attack,9/3/1967,FALSE, NC
Gunfire,11/9/1966,FALSE, NC
Gunfire,9/19/1966,FALSE, NC
Gunfire,8/21/1966,FALSE, NC
Gunfire,6/2/1966,FALSE, NC
Vehicle pursuit,4/1/1966,FALSE, NC
Gunfire,2/23/1966,FALSE, NC
Gunfire,11/13/1965,FALSE, NC
Gunfire,11/10/1965,FALSE, NC
Automobile accident,4/3/1965,FALSE, NC
Gunfire,10/6/1964,FALSE, NC
Gunfire,9/19/1964,FALSE, NC
Gunfire,8/31/1964,FALSE, NC
Gunfire,2/12/1964,FALSE, NC
Struck by vehicle,11/19/1963,FALSE, NC
Gunfire,10/12/1963,FALSE, NC
Struck by vehicle,8/15/1963,FALSE, NC
Automobile accident,8/3/1963,FALSE, NC
Gunfire,6/2/1963,FALSE, NC
Vehicular assault,4/3/1963,FALSE, NC
Vehicle pursuit,1/24/1963,FALSE, NC
Gunfire,1/18/1963,FALSE, NC
Gunfire,6/8/1962,FALSE, NC
Automobile accident,5/31/1962,FALSE, NC
Gunfire (Accidental),4/10/1962,FALSE, NC
Motorcycle accident,9/9/1961,FALSE, NC
Gunfire,3/3/1961,FALSE, NC
Automobile accident,10/15/1960,FALSE, NC
Vehicle pursuit,9/19/1960,FALSE, NC
Vehicle pursuit,9/19/1960,FALSE, NC
Gunfire (Accidental),7/21/1960,FALSE, NC
Motorcycle accident,5/29/1960,FALSE, NC
Gunfire,5/21/1960,FALSE, NC
Vehicular assault,12/18/1959,FALSE, NC
Gunfire,6/8/1959,FALSE, NC
Gunfire,6/2/1959,FALSE, NC
Gunfire,5/31/1959,FALSE, NC
Gunfire,11/5/1957,FALSE, NC
Gunfire,11/5/1957,FALSE, NC
Gunfire,7/24/1956,FALSE, NC
Motorcycle accident,9/7/1955,FALSE, NC
Gunfire,10/19/1954,FALSE, NC
Struck by vehicle,6/22/1954,FALSE, NC
Gunfire,10/31/1953,FALSE, NC
Gunfire,7/2/1953,FALSE, NC
Gunfire,3/15/1953,FALSE, NC
Gunfire,3/3/1953,FALSE, NC
Vehicle pursuit,11/1/1952,FALSE, NC
Gunfire,8/16/1952,FALSE, NC
Automobile accident,6/23/1952,FALSE, NC
Vehicle pursuit,11/24/1951,FALSE, NC
Motorcycle accident,3/2/1951,FALSE, NC
Gunfire,12/9/1950,FALSE, NC
Automobile accident,6/10/1950,FALSE, NC
Struck by vehicle,12/12/1949,FALSE, NC
Motorcycle accident,11/7/1949,FALSE, NC
Vehicle pursuit,9/3/1949,FALSE, NC
Vehicular assault,5/16/1949,FALSE, NC
Automobile accident,3/25/1949,FALSE, NC
Heart attack,1/5/1949,FALSE, NC
Gunfire,11/11/1948,FALSE, NC
Gunfire,10/31/1948,FALSE, NC
Gunfire,6/19/1948,FALSE, NC
Drowned,5/27/1948,FALSE, NC
Aircraft accident,5/3/1948,FALSE, NC
Aircraft accident,5/3/1948,FALSE, NC
Vehicle pursuit,3/2/1948,FALSE, NC
Vehicle pursuit,3/1/1948,FALSE, NC
Gunfire,12/29/1947,FALSE, NC
Automobile accident,4/26/1947,FALSE, NC
Gunfire,3/4/1947,FALSE, NC
Gunfire,11/21/1946,FALSE, NC
Vehicle pursuit,7/16/1946,FALSE, NC
Gunfire,7/3/1946,FALSE, NC
Automobile accident,7/2/1946,FALSE, NC
Struck by vehicle,6/29/1946,FALSE, NC
Motorcycle accident,11/28/1945,FALSE, NC
Gunfire,5/25/1945,FALSE, NC
Heart attack,8/1/1944,FALSE, NC
Automobile accident,7/29/1944,FALSE, NC
Gunfire,7/9/1944,FALSE, NC
Gunfire,5/30/1944,FALSE, NC
Gunfire,5/6/1943,FALSE, NC
Automobile accident,1/5/1943,FALSE, NC
Assault,12/7/1942,FALSE, NC
Gunfire,10/2/1942,FALSE, NC
Automobile accident,6/19/1942,FALSE, NC
Gunfire,5/5/1942,FALSE, NC
Heart attack,10/27/1941,FALSE, NC
Gunfire,9/1/1941,FALSE, NC
Automobile accident,8/13/1941,FALSE, NC
Gunfire,8/1/1941,FALSE, NC
Automobile accident,4/12/1941,FALSE, NC
Vehicle pursuit,12/8/1940,FALSE, NC
Heart attack,9/14/1940,FALSE, NC
Assault,8/20/1940,FALSE, NC
Gunfire,6/13/1940,FALSE, NC
Gunfire,5/2/1940,FALSE, NC
Gunfire,4/3/1940,FALSE, NC
Gunfire,3/9/1940,FALSE, NC
Assault,2/12/1940,FALSE, NC
Assault,12/28/1939,FALSE, NC
Heart attack,12/25/1939,FALSE, NC
Motorcycle accident,12/3/1939,FALSE, NC
Automobile accident,12/1/1939,FALSE, NC
Gunfire,10/7/1939,FALSE, NC
Gunfire,8/5/1939,FALSE, NC
Gunfire,7/17/1939,FALSE, NC
Gunfire,5/6/1939,FALSE, NC
Gunfire,3/16/1939,FALSE, NC
Automobile accident,3/2/1939,FALSE, NC
Automobile accident,2/21/1939,FALSE, NC
Gunfire,12/7/1938,FALSE, NC
Gunfire,12/7/1938,FALSE, NC
Automobile accident,12/7/1938,FALSE, NC
Gunfire,11/1/1938,FALSE, NC
Vehicle pursuit,10/22/1938,FALSE, NC
Gunfire,6/16/1938,FALSE, NC
Assault,5/2/1938,FALSE, NC
Gunfire,4/14/1938,FALSE, NC
Gunfire,3/9/1938,FALSE, NC
Gunfire,1/1/1938,FALSE, NC
Automobile accident,11/3/1937,FALSE, NC
Vehicular assault,9/5/1937,FALSE, NC
Gunfire,8/22/1937,FALSE, NC
Gunfire,6/17/1937,FALSE, NC
Vehicular assault,4/1/1937,FALSE, NC
Vehicular assault,2/12/1937,FALSE, NC
Gunfire (Accidental),11/18/1936,FALSE, NC
Gunfire (Accidental),11/15/1936,FALSE, NC
Motorcycle accident,9/17/1936,FALSE, NC
Gunfire,7/31/1936,FALSE, NC
Vehicular assault,4/17/1936,FALSE, NC
Gunfire,4/11/1936,FALSE, NC
Gunfire,4/6/1936,FALSE, NC
Motorcycle accident,3/20/1936,FALSE, NC
Gunfire,2/16/1936,FALSE, NC
Gunfire,10/25/1935,FALSE, NC
Automobile accident,1/13/1935,FALSE, NC
Gunfire (Accidental),8/30/1934,FALSE, NC
Gunfire (Accidental),8/17/1934,FALSE, NC
Gunfire (Accidental),6/2/1934,FALSE, NC
Vehicular assault,3/18/1934,FALSE, NC
Struck by vehicle,3/4/1934,FALSE, NC
Gunfire,10/10/1933,FALSE, NC
Gunfire,10/7/1933,FALSE, NC
Gunfire,9/10/1933,FALSE, NC
Gunfire,6/10/1933,FALSE, NC
Gunfire,6/1/1933,FALSE, NC
Gunfire,1/1/1933,FALSE, NC
Gunfire,5/8/1932,FALSE, NC
Gunfire,3/24/1932,FALSE, NC
Motorcycle accident,11/15/1931,FALSE, NC
Motorcycle accident,10/23/1931,FALSE, NC
Gunfire,10/21/1931,FALSE, NC
Gunfire,7/16/1931,FALSE, NC
Gunfire,6/6/1931,FALSE, NC
Gunfire,3/15/1931,FALSE, NC
Gunfire (Accidental),3/3/1931,FALSE, NC
Gunfire,2/16/1931,FALSE, NC
Gunfire,1/25/1931,FALSE, NC
Gunfire,10/7/1930,FALSE, NC
Assault,8/30/1930,FALSE, NC
Vehicular assault,7/5/1930,FALSE, NC
Gunfire,6/9/1930,FALSE, NC
Gunfire,5/13/1930,FALSE, NC
Gunfire,5/4/1930,FALSE, NC
Assault,10/31/1929,FALSE, NC
Gunfire,10/21/1929,FALSE, NC
Gunfire,10/18/1929,FALSE, NC
Gunfire,8/30/1929,FALSE, NC
Motorcycle accident,7/2/1929,FALSE, NC
Gunfire,6/12/1929,FALSE, NC
Gunfire,6/8/1929,FALSE, NC
Gunfire,5/3/1929,FALSE, NC
Gunfire,3/21/1929,FALSE, NC
Vehicle pursuit,2/23/1929,FALSE, NC
Gunfire,2/10/1929,FALSE, NC
Gunfire,1/29/1929,FALSE, NC
Gunfire,1/22/1929,FALSE, NC
Heart attack,9/16/1928,FALSE, NC
Gunfire,8/31/1928,FALSE, NC
Gunfire,8/30/1928,FALSE, NC
Gunfire,7/11/1928,FALSE, NC
Gunfire,2/6/1928,FALSE, NC
Gunfire,12/26/1927,FALSE, NC
Motorcycle accident,8/15/1927,FALSE, NC
Gunfire,8/9/1927,FALSE, NC
Gunfire,6/3/1927,FALSE, NC
Gunfire (Accidental),5/9/1927,FALSE, NC
Gunfire,2/24/1927,FALSE, NC
Gunfire,2/8/1927,FALSE, NC
Struck by vehicle,1/1/1927,FALSE, NC
Motorcycle accident,10/5/1926,FALSE, NC
Automobile accident,9/30/1926,FALSE, NC
Automobile accident,9/29/1926,FALSE, NC
Gunfire,9/25/1926,FALSE, NC
Gunfire,3/31/1926,FALSE, NC
Gunfire,1/26/1926,FALSE, NC
Gunfire,1/16/1926,FALSE, NC
Gunfire,12/26/1925,FALSE, NC
Gunfire,10/22/1925,FALSE, NC
Gunfire,6/18/1925,FALSE, NC
Gunfire,6/10/1925,FALSE, NC
Gunfire,5/5/1925,FALSE, NC
Gunfire,7/29/1924,FALSE, NC
Gunfire,6/15/1924,FALSE, NC
Gunfire,6/10/1924,FALSE, NC
Gunfire,2/16/1924,FALSE, NC
Gunfire,1/10/1924,FALSE, NC
Gunfire,8/26/1923,FALSE, NC
Stabbed,8/21/1923,FALSE, NC
Struck by train,6/15/1923,FALSE, NC
Gunfire,4/26/1923,FALSE, NC
Gunfire,4/14/1923,FALSE, NC
Gunfire,2/24/1923,FALSE, NC
Gunfire,1/26/1923,FALSE, NC
Gunfire,11/20/1922,FALSE, NC
Gunfire,11/17/1922,FALSE, NC
Gunfire,10/19/1922,FALSE, NC
Gunfire,9/1/1922,FALSE, NC
Gunfire,8/20/1921,FALSE, NC
Gunfire,8/18/1921,FALSE, NC
Gunfire,7/22/1921,FALSE, NC
Motorcycle accident,5/29/1921,FALSE, NC
Gunfire,5/4/1921,FALSE, NC
Gunfire,4/16/1921,FALSE, NC
Gunfire,1/28/1921,FALSE, NC
Gunfire,8/21/1920,FALSE, NC
Gunfire,7/2/1920,FALSE, NC
Gunfire,5/23/1920,FALSE, NC
Gunfire,5/21/1920,FALSE, NC
Gunfire,2/13/1920,FALSE, NC
Gunfire,8/3/1919,FALSE, NC
Gunfire,4/13/1919,FALSE, NC
Gunfire,1/26/1919,FALSE, NC
Gunfire,6/30/1917,FALSE, NC
Gunfire,3/21/1917,FALSE, NC
Gunfire,3/3/1917,FALSE, NC
Gunfire,3/3/1917,FALSE, NC
Gunfire,1/22/1917,FALSE, NC
Gunfire,11/20/1916,FALSE, NC
Struck by vehicle,10/26/1916,FALSE, NC
Gunfire,2/27/1916,FALSE, NC
Gunfire,9/18/1915,FALSE, NC
Gunfire (Accidental),4/29/1915,FALSE, NC
Gunfire,7/4/1914,FALSE, NC
Gunfire,5/10/1914,FALSE, NC
Gunfire,9/15/1913,FALSE, NC
Gunfire,8/2/1913,FALSE, NC
Gunfire,5/28/1913,FALSE, NC
Gunfire,3/29/1913,FALSE, NC
Gunfire,8/31/1912,FALSE, NC
Gunfire,8/5/1912,FALSE, NC
Gunfire,8/15/1911,FALSE, NC
Gunfire,7/7/1911,FALSE, NC
Gunfire,2/3/1911,FALSE, NC
Gunfire,10/24/1910,FALSE, NC
Gunfire,9/21/1910,FALSE, NC
Gunfire,7/20/1910,FALSE, NC
Gunfire,3/4/1910,FALSE, NC
Gunfire,7/9/1909,FALSE, NC
Gunfire,4/5/1909,FALSE, NC
Gunfire,2/13/1909,FALSE, NC
Gunfire,11/30/1908,FALSE, NC
Gunfire,2/22/1908,FALSE, NC
Gunfire,3/3/1907,FALSE, NC
Gunfire,3/2/1907,FALSE, NC
Gunfire,11/13/1906,FALSE, NC
Gunfire,11/13/1906,FALSE, NC
Gunfire,1/20/1906,FALSE, NC
Gunfire,3/26/1905,FALSE, NC
Gunfire,1/1/1905,FALSE, NC
Gunfire,9/12/1904,FALSE, NC
Gunfire,8/28/1904,FALSE, NC
Heart attack,8/2/1904,FALSE, NC
Gunfire,4/16/1903,FALSE, NC
Gunfire,11/21/1902,FALSE, NC
Gunfire,8/4/1901,FALSE, NC
Gunfire,6/8/1901,FALSE, NC
Gunfire,6/13/1900,FALSE, NC
Gunfire,4/1/1900,FALSE, NC
Gunfire,1899-09-04,FALSE, NC
Gunfire,1899-07-22,FALSE, NC
Assault,1899-06-20,FALSE, NC
Gunfire,1898-03-13,FALSE, NC
Gunfire,1895-05-19,FALSE, NC
Gunfire,1895-02-20,FALSE, NC
Gunfire,1892-11-14,FALSE, NC
Gunfire,1892-04-04,FALSE, NC
Assault,1888-05-06,FALSE, NC
Gunfire,1882-02-14,FALSE, NC
Gunfire,1881-06-02,FALSE, NC
Gunfire,1869-05-29,FALSE, NC
Gunfire,1865-08-05,FALSE, NC
Drowned,1843-09-23,FALSE, NC
Gunfire,1816-01-01,FALSE, NC
Gunfire,1804-10-16,FALSE, NC
Gunfire,2/11/2016,FALSE, ND
Heart attack,9/28/2011,FALSE, ND
Gunfire,7/8/2011,FALSE, ND
Drowned,5/29/1996,FALSE, ND
Gunfire,3/20/1996,FALSE, ND
Heart attack,11/13/1995,FALSE, ND
Gunfire,8/27/1993,FALSE, ND
Drowned,2/11/1989,FALSE, ND
Gunfire,2/15/1975,FALSE, ND
Heart attack,9/6/1974,FALSE, ND
Gunfire,4/22/1971,FALSE, ND
Motorcycle accident,10/20/1966,FALSE, ND
Motorcycle accident,10/12/1966,FALSE, ND
Assault,8/16/1966,FALSE, ND
Struck by train,7/14/1966,FALSE, ND
Vehicle pursuit,5/18/1966,FALSE, ND
Gunfire,2/3/1963,FALSE, ND
Drowned,5/5/1962,FALSE, ND
Struck by vehicle,6/30/1960,FALSE, ND
Struck by vehicle,9/10/1954,FALSE, ND
Struck by train,8/7/1954,FALSE, ND
Vehicular assault,7/30/1954,FALSE, ND
Heart attack,8/15/1953,FALSE, ND
Gunfire,7/11/1953,FALSE, ND
Automobile accident,3/9/1952,FALSE, ND
Electrocuted,9/27/1950,FALSE, ND
Fall,9/25/1950,FALSE, ND
Stabbed,5/27/1946,FALSE, ND
Struck by vehicle,6/21/1942,FALSE, ND
Gunfire,3/20/1942,FALSE, ND
Gunfire,4/3/1941,FALSE, ND
Gunfire,8/25/1940,FALSE, ND
Gunfire,7/1/1936,FALSE, ND
Heart attack,8/27/1933,FALSE, ND
Gunfire,8/14/1933,FALSE, ND
Stabbed,11/19/1930,FALSE, ND
Gunfire,9/6/1930,FALSE, ND
Heart attack,6/23/1929,FALSE, ND
Gunfire,12/25/1926,FALSE, ND
Gunfire,6/25/1924,FALSE, ND
Gunfire,10/2/1922,FALSE, ND
Gunfire,8/19/1922,FALSE, ND
Gunfire,9/18/1921,FALSE, ND
Gunfire,1/21/1921,FALSE, ND
Gunfire,1/15/1920,FALSE, ND
Gunfire,4/29/1918,FALSE, ND
Gunfire,4/28/1918,FALSE, ND
Gunfire,10/27/1917,FALSE, ND
Stabbed,7/1/1917,FALSE, ND
Gunfire,4/7/1917,FALSE, ND
Gunfire,10/13/1915,FALSE, ND
Gunfire,12/9/1911,FALSE, ND
Gunfire,8/28/1906,FALSE, ND
Gunfire,1893-09-03,FALSE, ND
Gunfire,1882-07-05,FALSE, ND
Gunfire,1/23/2016,TRUE, NE
Gunfire,5/20/2015,FALSE, NE
Heart attack,8/12/2014,FALSE, NE
Assault,2/16/2014,FALSE, NE
Automobile accident,8/29/2009,FALSE, NE
Heart attack,1/26/2004,FALSE, NE
Gunfire,9/19/2003,FALSE, NE
Automobile accident,2/10/2002,FALSE, NE
Vehicular assault,11/28/1999,FALSE, NE
Gunfire (Accidental),3/4/1999,FALSE, NE
Heart attack,4/29/1997,FALSE, NE
Gunfire,8/20/1995,FALSE, NE
Gunfire,10/9/1993,FALSE, NE
Gunfire,7/2/1990,FALSE, NE
Heart attack,12/23/1989,FALSE, NE
Heart attack,11/25/1987,FALSE, NE
Gunfire,3/14/1987,FALSE, NE
Struck by vehicle,1/6/1984,FALSE, NE
Automobile accident,5/7/1982,FALSE, NE
Vehicular assault,8/24/1980,FALSE, NE
Gunfire,12/6/1977,FALSE, NE
Gunfire,11/26/1977,FALSE, NE
Gunfire,7/9/1977,FALSE, NE
Gunfire,4/22/1977,FALSE, NE
Gunfire,6/6/1974,FALSE, NE
Struck by vehicle,12/8/1973,FALSE, NE
Heart attack,11/16/1973,FALSE, NE
Gunfire,4/20/1973,FALSE, NE
Struck by vehicle,10/16/1971,FALSE, NE
Gunfire,4/9/1971,FALSE, NE
Bomb,8/17/1970,FALSE, NE
Motorcycle accident,2/9/1968,FALSE, NE
Gunfire,8/10/1967,FALSE, NE
Assault,7/2/1967,FALSE, NE
Automobile accident,1/19/1967,FALSE, NE
Gunfire,12/16/1966,FALSE, NE
Gunfire,9/27/1964,FALSE, NE
Heart attack,4/13/1963,FALSE, NE
Automobile accident,10/13/1962,FALSE, NE
Automobile accident,9/18/1961,FALSE, NE
Motorcycle accident,5/30/1961,FALSE, NE
Gunfire,5/16/1961,FALSE, NE
Automobile accident,8/7/1959,FALSE, NE
Vehicular assault,7/24/1958,FALSE, NE
Stabbed,4/16/1954,FALSE, NE
Gunfire,4/8/1954,FALSE, NE
Gunfire,5/30/1953,FALSE, NE
Automobile accident,4/10/1953,FALSE, NE
Gunfire,3/7/1952,FALSE, NE
Motorcycle accident,9/26/1949,FALSE, NE
Gunfire,3/30/1948,FALSE, NE
Vehicle pursuit,6/13/1945,FALSE, NE
Gunfire,10/16/1940,FALSE, NE
Explosion,6/4/1940,FALSE, NE
Gunfire,10/3/1937,FALSE, NE
Gunfire,6/17/1937,FALSE, NE
Gunfire,7/17/1936,FALSE, NE
Motorcycle accident,7/29/1935,FALSE, NE
Gunfire,2/23/1935,FALSE, NE
Gunfire,4/21/1933,FALSE, NE
Gunfire,12/14/1932,FALSE, NE
Gunfire,9/9/1932,FALSE, NE
Gunfire,4/4/1931,FALSE, NE
Gunfire,11/17/1930,FALSE, NE
Gunfire,11/12/1930,FALSE, NE
Gunfire,2/22/1930,FALSE, NE
Gunfire,7/13/1929,FALSE, NE
Gunfire,9/24/1927,FALSE, NE
Automobile accident,2/25/1927,FALSE, NE
Gunfire,11/24/1926,FALSE, NE
Gunfire,8/25/1925,FALSE, NE
Gunfire,11/9/1924,FALSE, NE
Gunfire,10/19/1924,FALSE, NE
Gunfire,1/31/1924,FALSE, NE
Gunfire,5/1/1923,FALSE, NE
Gunfire,4/25/1923,FALSE, NE
Gunfire,2/10/1922,FALSE, NE
Stabbed,5/11/1921,FALSE, NE
Gunfire,2/1/1921,FALSE, NE
Gunfire,1/15/1920,FALSE, NE
Gunfire,1/15/1920,FALSE, NE
Gunfire,7/23/1919,FALSE, NE
Gunfire,1/31/1918,FALSE, NE
Automobile accident,3/31/1917,FALSE, NE
Struck by train,11/2/1916,FALSE, NE
Gunfire,3/31/1916,FALSE, NE
Gunfire,2/10/1915,FALSE, NE
Gunfire,9/16/1914,FALSE, NE
Gunfire,3/14/1912,FALSE, NE
Gunfire,3/14/1912,FALSE, NE
Gunfire,3/14/1912,FALSE, NE
Stabbed,2/11/1912,FALSE, NE
Gunfire,5/29/1911,FALSE, NE
Gunfire,2/19/1909,FALSE, NE
Gunfire,1/14/1909,FALSE, NE
Gunfire,11/1/1908,FALSE, NE
Gunfire,2/15/1908,FALSE, NE
Gunfire,5/13/1906,FALSE, NE
Gunfire,10/27/1900,FALSE, NE
Gunfire,1899-08-16,FALSE, NE
Gunfire,1897-06-09,FALSE, NE
Gunfire,1896-09-22,FALSE, NE
Assault,1886-01-12,FALSE, NE
Gunfire,1885-08-07,FALSE, NE
Gunfire,1884-10-25,FALSE, NE
Gunfire,1882-10-01,FALSE, NE
Gunfire,1881-03-28,FALSE, NE
Gunfire,1876-06-17,FALSE, NE
Stabbed,1870-06-26,FALSE, NE
Gunfire,1866-08-17,FALSE, NE
Gunfire,5/12/2014,FALSE, NH
Gunfire,4/12/2012,FALSE, NH
Gunfire,5/11/2007,FALSE, NH
Gunfire,10/17/2006,FALSE, NH
Gunfire,8/24/1997,FALSE, NH
Gunfire,8/19/1997,FALSE, NH
Gunfire,8/19/1997,FALSE, NH
Vehicular assault,9/7/1995,FALSE, NH
Gunfire,10/3/1994,FALSE, NH
Heart attack,6/18/1991,FALSE, NH
Automobile accident,11/30/1989,FALSE, NH
Automobile accident,11/29/1989,FALSE, NH
Exposure to toxins,9/17/1989,FALSE, NH
Heart attack,1/30/1987,FALSE, NH
Automobile accident,8/19/1981,FALSE, NH
Automobile accident,9/4/1979,FALSE, NH
Heart attack,2/3/1978,FALSE, NH
Gunfire,10/2/1976,FALSE, NH
Heart attack,8/13/1975,FALSE, NH
Heart attack,8/12/1973,FALSE, NH
Gunfire,10/27/1971,FALSE, NH
Heart attack,10/4/1971,FALSE, NH
Stabbed,9/12/1971,FALSE, NH
Heart attack,5/28/1970,FALSE, NH
Automobile accident,4/23/1970,FALSE, NH
Automobile accident,4/23/1970,FALSE, NH
Automobile accident,2/12/1969,FALSE, NH
Heart attack,9/8/1968,FALSE, NH
Duty related illness,10/18/1967,FALSE, NH
Motorcycle accident,8/14/1964,FALSE, NH
Heart attack,10/10/1960,FALSE, NH
Heart attack,7/18/1959,FALSE, NH
Automobile accident,12/22/1956,FALSE, NH
Heart attack,6/17/1956,FALSE, NH
Struck by train,10/11/1948,FALSE, NH
Struck by train,10/11/1948,FALSE, NH
Automobile accident,6/1/1947,FALSE, NH
Automobile accident,12/27/1946,FALSE, NH
Gunfire,10/15/1928,FALSE, NH
Gunfire,7/3/1924,FALSE, NH
Gunfire,7/3/1921,FALSE, NH
Gunfire,1895-05-21,FALSE, NH
Gunfire,1891-05-23,FALSE, NH
Heart attack,1889-07-18,FALSE, NH
Gunfire,1888-12-31,FALSE, NH
Assault,1886-04-22,FALSE, NH
Struck by vehicle,3/8/2016,FALSE, NJ
Automobile accident,12/17/2015,FALSE, NJ
Automobile accident,5/30/2015,FALSE, NJ
Heart attack,4/10/2015,FALSE, NJ
Automobile accident,1/21/2015,FALSE, NJ
Struck by vehicle,12/29/2014,FALSE, NJ
Heart attack,9/16/2014,FALSE, NJ
Automobile accident,7/17/2014,FALSE, NJ
Gunfire,7/13/2014,FALSE, NJ
Heart attack,9/12/2012,FALSE, NJ
Heat exhaustion,8/9/2012,TRUE, NJ
Vehicle pursuit,7/8/2012,FALSE, NJ
Gunfire,11/7/2011,FALSE, NJ
Vehicular assault,10/16/2011,FALSE, NJ
Struck by vehicle,10/10/2011,TRUE, NJ
Automobile accident,8/1/2011,FALSE, NJ
Heart attack,3/28/2011,FALSE, NJ
Gunfire,1/14/2011,FALSE, NJ
Assault,11/30/2010,TRUE, NJ
Automobile accident,10/25/2010,FALSE, NJ
Struck by vehicle,6/6/2010,FALSE, NJ
Gunfire (Accidental),2/18/2010,FALSE, NJ
Struck by vehicle,1/16/2010,FALSE, NJ
Gunfire,7/21/2009,FALSE, NJ
Automobile accident,9/6/2008,FALSE, NJ
Vehicular assault,8/22/2008,FALSE, NJ
Automobile accident,5/14/2007,FALSE, NJ
Fall,3/29/2007,FALSE, NJ
Vehicle pursuit,3/3/2007,FALSE, NJ
Gunfire,1/7/2007,FALSE, NJ
Gunfire,8/7/2006,FALSE, NJ
Automobile accident,3/8/2006,FALSE, NJ
Automobile accident,1/10/2006,FALSE, NJ
Automobile accident,12/25/2005,FALSE, NJ
Automobile accident,12/25/2005,FALSE, NJ
Gunfire,7/18/2005,FALSE, NJ
Struck by vehicle,3/4/2005,FALSE, NJ
Heart attack,3/10/2004,FALSE, NJ
Automobile accident,2/5/2004,FALSE, NJ
Struck by train,12/30/2003,FALSE, NJ
Vehicle pursuit,11/21/2003,FALSE, NJ
Vehicular assault,6/24/2003,FALSE, NJ
Gunfire,4/17/2003,FALSE, NJ
Struck by vehicle,12/3/2002,FALSE, NJ
Assault,7/6/2001,FALSE, NJ
Gunfire,5/23/2001,FALSE, NJ
Automobile accident,3/18/2001,FALSE, NJ
Gunfire (Accidental),10/18/2000,FALSE, NJ
Heart attack,4/19/2000,FALSE, NJ
Gunfire,10/21/1999,FALSE, NJ
Heart attack,8/30/1999,FALSE, NJ
Motorcycle accident,8/9/1999,FALSE, NJ
Gunfire,4/8/1999,FALSE, NJ
Automobile accident,3/7/1999,FALSE, NJ
Heart attack,12/4/1998,FALSE, NJ
Heart attack,6/28/1998,FALSE, NJ
Gunfire,11/20/1997,FALSE, NJ
Vehicular assault,11/9/1997,FALSE, NJ
Gunfire,10/24/1997,FALSE, NJ
Automobile accident,8/5/1997,FALSE, NJ
Stabbed,7/30/1997,FALSE, NJ
Gunfire,6/5/1996,TRUE, NJ
Vehicle pursuit,5/23/1996,FALSE, NJ
Gunfire,4/19/1996,FALSE, NJ
Automobile accident,11/24/1995,FALSE, NJ
Heart attack,9/3/1995,FALSE, NJ
Automobile accident,6/6/1995,FALSE, NJ
Assault,6/2/1995,FALSE, NJ
Gunfire,5/7/1995,FALSE, NJ
Gunfire,4/20/1995,FALSE, NJ
Gunfire,4/20/1995,FALSE, NJ
Gunfire,3/11/1995,FALSE, NJ
Assault,1/19/1995,FALSE, NJ
Assault,1/8/1995,FALSE, NJ
Heart attack,9/29/1994,FALSE, NJ
Training accident,9/10/1994,FALSE, NJ
Gunfire,6/12/1994,FALSE, NJ
Gunfire,2/18/1994,FALSE, NJ
Automobile accident,11/22/1993,FALSE, NJ
Drowned,7/6/1993,FALSE, NJ
Gunfire,6/3/1993,FALSE, NJ
Duty related illness,11/24/1992,FALSE, NJ
Exposure to toxins,8/26/1992,FALSE, NJ
Gunfire,7/22/1992,FALSE, NJ
Automobile accident,6/19/1992,FALSE, NJ
Automobile accident,6/18/1992,FALSE, NJ
Struck by vehicle,4/2/1992,FALSE, NJ
Heart attack,2/18/1992,FALSE, NJ
Struck by vehicle,10/17/1989,FALSE, NJ
Gunfire (Accidental),8/3/1989,FALSE, NJ
Heart attack,1/4/1989,FALSE, NJ
Training accident,11/4/1987,FALSE, NJ
Automobile accident,10/14/1987,FALSE, NJ
Stabbed,5/15/1987,FALSE, NJ
Struck by vehicle,2/27/1987,FALSE, NJ
Duty related illness,2/19/1987,FALSE, NJ
Gunfire,11/6/1986,FALSE, NJ
Gunfire,12/18/1985,FALSE, NJ
